,Unnamed: 0.1,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,Location,days_till_paris,names,rate_of_change,average_apparatus_rank
8307,8307,8308,2023 Senior European Championships,POL,qual,UB,96.0,0.6560509554140128,"Antalya, Turkey",0.5187287173666288,BRYGIDA URBANSKA,-0.025730402945831968,0.5958904109589042
8308,8308,8309,2023 Senior European Championships,POL,qual,VT,88.0,0.7749044585987261,"Antalya, Turkey",0.5187287173666288,BRYGIDA URBANSKA,-0.017789533543839074,0.2996575342465753
8309,8309,8310,2022 Senior European Championships,SVK,qual,BB,63.0,0.7324840764331211,"Munich, Germany",0.7945516458569807,ELENA USAKOVA,0.0,0.4315068493150685
8310,8310,8311,2022 Senior European Championships,SVK,qual,FX,98.0,0.7006369426751593,"Munich, Germany",0.7945516458569807,ELENA USAKOVA,0.0,0.6712328767123288
8311,8311,8312,2022 Senior European Championships,SVK,qual,VT,88.0,0.760063694267516,"Munich, Germany",0.7945516458569807,ELENA USAKOVA,0.0,0.6027397260273972
8312,8312,8313,2023 Cottbus World Cup,JPN,qual,VT,20.0,0.7749044585987261,"Cottbus, Germany",0.5856980703745743,KOHANE USHIOKU,0.04425941920912427,0.043835616438356165
8313,8313,8314,2023 FISU World University Games,JPN,qual,FX,6.0,0.8194904458598726,"Chengdu, China",0.38024971623155507,KOHANE USHIOKU,0.11006447944087237,0.023972602739726026
8314,8314,8315,2023 FISU World University Games,JPN,qual,VT,3.0,0.868343949044586,"Chengdu, China",0.38024971623155507,KOHANE USHIOKU,0.04425941920912427,0.043835616438356165
8315,8315,8316,2023 FISU World University Games,JPN,qual,VT,3.0,0.8407643312101911,"Chengdu, China",0.38024971623155507,KOHANE USHIOKU,0.04425941920912427,0.043835616438356165
8316,8316,8317,HANGZHOU 2022 19th Asian Games,JPN,qual,BB,12.0,0.7919108280254777,"Hangzhou, China",0.34506242905788875,KOHANE USHIOKU,0.0,0.0821917808219178
8317,8317,8318,HANGZHOU 2022 19th Asian Games,JPN,qual,FX,1.0,0.844968152866242,"Hangzhou, China",0.34506242905788875,KOHANE USHIOKU,0.11006447944087237,0.023972602739726026
8318,8318,8319,HANGZHOU 2022 19th Asian Games,JPN,qual,UB,9.0,0.8173885350318472,"Hangzhou, China",0.34506242905788875,KOHANE USHIOKU,0.0,0.06164383561643835
8319,8319,8320,HANGZHOU 2022 19th Asian Games,JPN,qual,VT,3.0,0.868343949044586,"Hangzhou, China",0.34506242905788875,KOHANE USHIOKU,0.04425941920912427,0.043835616438356165
8320,8320,8321,HANGZHOU 2022 19th Asian Games,JPN,qual,VT,3.0,0.844968152866242,"Hangzhou, China",0.34506242905788875,KOHANE USHIOKU,0.04425941920912427,0.043835616438356165
8321,8321,8322,2022 51st FIG Artistic Gymnastics World Championships,BEL,AAfinal,BB,22.0,0.7218471337579618,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.051495908760622704,0.15296803652968033
8322,8322,8323,2022 51st FIG Artistic Gymnastics World Championships,BEL,qual,BB,26.0,0.8089171974522293,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.051495908760622704,0.15296803652968033
8323,8323,8324,2022 51st FIG Artistic Gymnastics World Championships,BEL,AAfinal,FX,10.0,0.8513375796178344,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.007020573791495879,0.0821917808219178
8324,8324,8325,2022 51st FIG Artistic Gymnastics World Championships,BEL,qual,FX,23.0,0.8407643312101911,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.007020573791495879,0.0821917808219178
8325,8325,8326,2022 51st FIG Artistic Gymnastics World Championships,BEL,AAfinal,UB,4.0,0.8789808917197454,"Liverpool, England",0.7253121452894438,LISA VAELEN,0.01755143447873927,0.08143074581430747
8326,8326,8327,2022 51st FIG Artistic Gymnastics World Championships,BEL,qual,UB,63.0,0.8003821656050957,"Liverpool, England",0.7253121452894438,LISA VAELEN,0.01755143447873927,0.08143074581430747
8327,8327,8328,2022 51st FIG Artistic Gymnastics World Championships,BEL,AAfinal,VT,5.0,0.9044585987261147,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8328,8328,8329,2022 51st FIG Artistic Gymnastics World Championships,BEL,final,VT,6.0,0.9086624203821656,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8329,8329,8330,2022 51st FIG Artistic Gymnastics World Championships,BEL,qual,VT,15.0,0.8895541401273885,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8330,8330,8331,2022 51st FIG Artistic Gymnastics World Championships,BEL,qual,VT,8.0,0.8895541401273885,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8331,8331,8332,2022 51st FIG Artistic Gymnastics World Championships,BEL,final,VT,6.0,0.8407643312101911,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8332,8332,8333,2022 51st FIG Artistic Gymnastics World Championships,BEL,qual,VT,8.0,0.8301273885350319,"Liverpool, England",0.7253121452894438,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8333,8333,8334,2022 Paris World Challenge Cup,BEL,qual,UB,2.0,0.8853503184713376,"Paris, France",0.7593643586833144,LISA VAELEN,0.01755143447873927,0.08143074581430747
8334,8334,8335,2022 Paris World Challenge Cup,BEL,final,UB,3.0,0.8980891719745223,"Paris, France",0.7593643586833144,LISA VAELEN,0.01755143447873927,0.08143074581430747
8335,8335,8336,2022 Paris World Challenge Cup,BEL,qual,VT,4.0,0.8662420382165605,"Paris, France",0.7593643586833144,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8336,8336,8337,2022 Paris World Challenge Cup,BEL,final,VT,4.0,0.8949044585987262,"Paris, France",0.7593643586833144,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8337,8337,8338,2022 Paris World Challenge Cup,BEL,final,VT,4.0,0.8375796178343949,"Paris, France",0.7593643586833144,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8338,8338,8339,2022 Paris World Challenge Cup,BEL,qual,VT,4.0,0.8343949044585988,"Paris, France",0.7593643586833144,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8339,8339,8340,2022 Senior European Championships,BEL,qual,BB,14.0,0.8237579617834395,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.051495908760622704,0.15296803652968033
8340,8340,8341,2022 Senior European Championships,BEL,TeamFinal,BB,21.0,0.7536942675159236,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.051495908760622704,0.15296803652968033
8341,8341,8342,2022 Senior European Championships,BEL,qual,FX,12.0,0.8322292993630575,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.007020573791495879,0.0821917808219178
8342,8342,8343,2022 Senior European Championships,BEL,TeamFinal,FX,9.0,0.8343949044585988,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.007020573791495879,0.0821917808219178
8343,8343,8344,2022 Senior European Championships,BEL,qual,UB,11.0,0.8598726114649682,"Munich, Germany",0.7945516458569807,LISA VAELEN,0.01755143447873927,0.08143074581430747
8344,8344,8345,2022 Senior European Championships,BEL,TeamFinal,UB,4.0,0.895923566878981,"Munich, Germany",0.7945516458569807,LISA VAELEN,0.01755143447873927,0.08143074581430747
8345,8345,8346,2022 Senior European Championships,BEL,final,VT,4.0,0.9001910828025478,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8346,8346,8347,2022 Senior European Championships,BEL,qual,VT,2.0,0.9044585987261147,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8347,8347,8348,2022 Senior European Championships,BEL,qual,VT,5.0,0.9044585987261147,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8348,8348,8349,2022 Senior European Championships,BEL,TeamFinal,VT,4.0,0.9044585987261147,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8349,8349,8350,2022 Senior European Championships,BEL,final,VT,4.0,0.8301273885350319,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8350,8350,8351,2022 Senior European Championships,BEL,qual,VT,5.0,0.8301273885350319,"Munich, Germany",0.7945516458569807,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8351,8351,8352,2023 Senior European Championships,BEL,AAfinal,BB,7.0,0.8237579617834395,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.051495908760622704,0.15296803652968033
8352,8352,8353,2023 Senior European Championships,BEL,qual,BB,44.0,0.7303184713375797,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.051495908760622704,0.15296803652968033
8353,8353,8354,2023 Senior European Championships,BEL,AAfinal,FX,4.0,0.8364968152866242,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.007020573791495879,0.0821917808219178
8354,8354,8355,2023 Senior European Championships,BEL,qual,FX,14.0,0.8194904458598726,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.007020573791495879,0.0821917808219178
8355,8355,8356,2023 Senior European Championships,BEL,AAfinal,UB,4.0,0.8726114649681529,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,0.01755143447873927,0.08143074581430747
8356,8356,8357,2023 Senior European Championships,BEL,final,UB,7.0,0.8747133757961785,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,0.01755143447873927,0.08143074581430747
8357,8357,8358,2023 Senior European Championships,BEL,qual,UB,9.0,0.89171974522293,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,0.01755143447873927,0.08143074581430747
8358,8358,8359,2023 Senior European Championships,BEL,AAfinal,VT,1.0,0.9129299363057325,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8359,8359,8360,2023 Senior European Championships,BEL,final,VT,3.0,0.8938216560509554,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8360,8360,8361,2023 Senior European Championships,BEL,qual,VT,4.0,0.9022929936305734,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8361,8361,8362,2023 Senior European Championships,BEL,qual,VT,2.0,0.9022929936305734,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8362,8362,8363,2023 Senior European Championships,BEL,final,VT,3.0,0.8364968152866242,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8363,8363,8364,2023 Senior European Championships,BEL,qual,VT,2.0,0.8322292993630575,"Antalya, Turkey",0.5187287173666288,LISA VAELEN,-0.03745476117763095,0.032067247820672475
8364,8364,8365,2023 52nd FIG Artistic Gymnastics World Championships,FIN,qual,BB,142.0,0.6793630573248408,"Antwerp, Belgium",0.34506242905788875,OLIVIA VAETTOE,0.024140449469523182,0.7671232876712328
8365,8365,8366,2023 52nd FIG Artistic Gymnastics World Championships,FIN,qual,FX,90.0,0.7728025477707006,"Antwerp, Belgium",0.34506242905788875,OLIVIA VAETTOE,0.020460842852921532,0.5342465753424658
8366,8366,8367,2023 52nd FIG Artistic Gymnastics World Championships,FIN,qual,UB,141.0,0.6645222929936306,"Antwerp, Belgium",0.34506242905788875,OLIVIA VAETTOE,0.13937903850764036,0.8801369863013698
8367,8367,8368,2023 52nd FIG Artistic Gymnastics World Championships,FIN,qual,VT,91.0,0.825859872611465,"Antwerp, Belgium",0.34506242905788875,OLIVIA VAETTOE,0.014829929697212401,0.5445205479452054
8368,8368,8369,2023 Senior European Championships,FIN,qual,BB,82.0,0.6517834394904459,"Antalya, Turkey",0.5187287173666288,OLIVIA VAETTOE,0.024140449469523182,0.7671232876712328
8369,8369,8370,2023 Senior European Championships,FIN,qual,FX,66.0,0.7494267515923567,"Antalya, Turkey",0.5187287173666288,OLIVIA VAETTOE,0.020460842852921532,0.5342465753424658
8370,8370,8371,2023 Senior European Championships,FIN,qual,UB,116.0,0.5052866242038216,"Antalya, Turkey",0.5187287173666288,OLIVIA VAETTOE,0.13937903850764036,0.8801369863013698
8371,8371,8372,2023 Senior European Championships,FIN,qual,VT,68.0,0.8089171974522293,"Antalya, Turkey",0.5187287173666288,OLIVIA VAETTOE,0.014829929697212401,0.5445205479452054
8372,8372,8373,2023 52nd FIG Artistic Gymnastics World Championships,COL,qual,BB,128.0,0.7048407643312102,"Antwerp, Belgium",0.34506242905788875,YISETH VALENZUELA,0.012794995735000573,0.3065068493150685
8373,8373,8374,2023 52nd FIG Artistic Gymnastics World Championships,COL,qual,FX,118.0,0.7473248407643313,"Antwerp, Belgium",0.34506242905788875,YISETH VALENZUELA,-0.027967203792352298,0.21643835616438356
8374,8374,8375,2023 52nd FIG Artistic Gymnastics World Championships,COL,qual,UB,136.0,0.6836305732484077,"Antwerp, Belgium",0.34506242905788875,YISETH VALENZUELA,-0.05257074334598352,0.3835616438356164
8375,8375,8376,2023 52nd FIG Artistic Gymnastics World Championships,COL,qual,VT,103.0,0.821656050955414,"Antwerp, Belgium",0.34506242905788875,YISETH VALENZUELA,-0.011676307583306515,0.1446917808219178
8376,8376,8377,2023 Central American and Caribbean Games,COL,AAfinal,BB,7.0,0.7420382165605096,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,0.012794995735000573,0.3065068493150685
8377,8377,8378,2023 Central American and Caribbean Games,COL,qual,BB,25.0,0.6624203821656052,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,0.012794995735000573,0.3065068493150685
8378,8378,8379,2023 Central American and Caribbean Games,COL,AAfinal,FX,5.0,0.7834394904458599,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.027967203792352298,0.21643835616438356
8379,8379,8380,2023 Central American and Caribbean Games,COL,final,FX,5.0,0.7898089171974523,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.027967203792352298,0.21643835616438356
8380,8380,8381,2023 Central American and Caribbean Games,COL,qual,FX,9.0,0.7770700636942675,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.027967203792352298,0.21643835616438356
8381,8381,8382,2023 Central American and Caribbean Games,COL,AAfinal,UB,13.0,0.7197452229299364,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.05257074334598352,0.3835616438356164
8382,8382,8383,2023 Central American and Caribbean Games,COL,qual,UB,19.0,0.7229299363057325,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.05257074334598352,0.3835616438356164
8383,8383,8384,2023 Central American and Caribbean Games,COL,AAfinal,VT,4.0,0.821656050955414,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.011676307583306515,0.1446917808219178
8384,8384,8385,2023 Central American and Caribbean Games,COL,final,VT,8.0,0.802547770700637,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.011676307583306515,0.1446917808219178
8385,8385,8386,2023 Central American and Caribbean Games,COL,qual,VT,12.0,0.8152866242038217,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.011676307583306515,0.1446917808219178
8386,8386,8387,2023 Central American and Caribbean Games,COL,qual,VT,6.0,0.8152866242038217,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.011676307583306515,0.1446917808219178
8387,8387,8388,2023 Central American and Caribbean Games,COL,final,VT,8.0,0.7579617834394905,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.011676307583306515,0.1446917808219178
8388,8388,8389,2023 Central American and Caribbean Games,COL,qual,VT,6.0,0.7802547770700637,"San Salvador, El Salvador",0.44948921679909193,YISETH VALENZUELA,-0.011676307583306515,0.1446917808219178
8389,8389,8390,SANTIAGO 2023 XIX Pan American Games,COL,qual,BB,19.0,0.7536942675159236,"Santiago, Chile",0.31101021566401815,YISETH VALENZUELA,0.012794995735000573,0.3065068493150685
8390,8390,8391,SANTIAGO 2023 XIX Pan American Games,COL,qual,FX,21.0,0.7579617834394905,"Santiago, Chile",0.31101021566401815,YISETH VALENZUELA,-0.027967203792352298,0.21643835616438356
8391,8391,8392,SANTIAGO 2023 XIX Pan American Games,COL,qual,VT,22.0,0.8110191082802548,"Santiago, Chile",0.31101021566401815,YISETH VALENZUELA,-0.011676307583306515,0.1446917808219178
8392,8392,8393,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamFinal,BB,,0.7261146496815287,"Medellin, Colombia",0.48467650397275824,YISETH ELIANA VALENZUELA ASTUDILLO,0.0,0.0
8393,8393,8394,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamQual,BB,,0.6985350318471338,"Medellin, Colombia",0.48467650397275824,YISETH ELIANA VALENZUELA ASTUDILLO,0.0,0.0
8394,8394,8395,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamFinal,FX,,0.8004458598726115,"Medellin, Colombia",0.48467650397275824,YISETH ELIANA VALENZUELA ASTUDILLO,0.0,0.0
8395,8395,8396,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamQual,FX,,0.7898089171974523,"Medellin, Colombia",0.48467650397275824,YISETH ELIANA VALENZUELA ASTUDILLO,0.0,0.0
8396,8396,8397,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamQual,UB,,0.709108280254777,"Medellin, Colombia",0.48467650397275824,YISETH ELIANA VALENZUELA ASTUDILLO,0.0,0.0
8397,8397,8398,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamFinal,VT,,0.8068152866242039,"Medellin, Colombia",0.48467650397275824,YISETH ELIANA VALENZUELA ASTUDILLO,0.0,0.0
8398,8398,8399,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamQual,VT,,0.8195541401273886,"Medellin, Colombia",0.48467650397275824,YISETH ELIANA VALENZUELA ASTUDILLO,0.0,0.0
8399,8399,8400,2023 Winter Cup,USA,AAfinal,BB,20.0,0.7197452229299364,"Louisville, Kentucky",0.5856980703745743,GABRIELLA VAN FRAYEN,0.0,0.136986301369863
8400,8400,8401,2023 Winter Cup,USA,AAfinal,FX,17.0,0.7707006369426752,"Louisville, Kentucky",0.5856980703745743,GABRIELLA VAN FRAYEN,0.0,0.11643835616438356
8401,8401,8402,2023 Winter Cup,USA,AAfinal,VT,,0.8248407643312102,"Louisville, Kentucky",0.5856980703745743,GABRIELLA VAN FRAYEN,0.0,0.0
8402,8402,8403,2022 Senior European Championships,NED,qual,BB,86.0,0.6984713375796178,"Munich, Germany",0.7945516458569807,SHADE VAN OORSCHOT,-0.06879749340737079,0.3253424657534247
8403,8403,8404,2022 Senior European Championships,NED,qual,FX,31.0,0.8003821656050957,"Munich, Germany",0.7945516458569807,SHADE VAN OORSCHOT,0.012042348927059713,0.14726027397260275
8404,8404,8405,2022 Senior European Championships,NED,qual,BB,25.0,0.7961783439490446,"Munich, Germany",0.7945516458569807,VERA VAN POL,-0.05033751408502589,0.1969178082191781
8405,8405,8406,2022 Senior European Championships,NED,TeamFinal,BB,18.0,0.7707006369426752,"Munich, Germany",0.7945516458569807,VERA VAN POL,-0.05033751408502589,0.1969178082191781
8406,8406,8407,2022 Senior European Championships,NED,qual,FX,26.0,0.8046496815286625,"Munich, Germany",0.7945516458569807,VERA VAN POL,0.011481031526524028,0.13424657534246576
8407,8407,8408,2022 Senior European Championships,NED,TeamFinal,FX,14.0,0.8152866242038217,"Munich, Germany",0.7945516458569807,VERA VAN POL,0.011481031526524028,0.13424657534246576
8408,8408,8409,2022 Senior European Championships,NED,qual,UB,30.0,0.8152866242038217,"Munich, Germany",0.7945516458569807,VERA VAN POL,0.0014216661927773675,0.09863013698630137
8409,8409,8410,2022 Senior European Championships,NED,qual,VT,13.0,0.8640764331210192,"Munich, Germany",0.7945516458569807,VERA VAN POL,0.0011934975445538815,0.07876712328767123
8410,8410,8411,2022 Senior European Championships,NED,TeamFinal,VT,12.0,0.8662420382165605,"Munich, Germany",0.7945516458569807,VERA VAN POL,0.0011934975445538815,0.07876712328767123
8411,8411,8412,2023 Senior European Championships,NED,qual,BB,60.0,0.7048407643312102,"Antalya, Turkey",0.5187287173666288,VERA VAN POL,-0.05033751408502589,0.1969178082191781
8412,8412,8413,2023 Senior European Championships,NED,qual,FX,16.0,0.8110191082802548,"Antalya, Turkey",0.5187287173666288,VERA VAN POL,0.011481031526524028,0.13424657534246576
8413,8413,8414,2023 Senior European Championships,NED,qual,UB,24.0,0.8322292993630575,"Antalya, Turkey",0.5187287173666288,VERA VAN POL,0.0014216661927773675,0.09863013698630137
8414,8414,8415,2023 Senior European Championships,NED,qual,VT,12.0,0.8662420382165605,"Antalya, Turkey",0.5187287173666288,VERA VAN POL,0.0011934975445538815,0.07876712328767123
8415,8415,8416,EnBW DTB Pokal Team Challenge 2023,NED,qual,BB,12.0,0.8057324840764332,"Stuttgart, Germany",0.5539160045402951,VERA VAN POL,-0.05033751408502589,0.1969178082191781
8416,8416,8417,EnBW DTB Pokal Team Challenge 2023,NED,qual,FX,28.0,0.748407643312102,"Stuttgart, Germany",0.5539160045402951,VERA VAN POL,0.011481031526524028,0.13424657534246576
8417,8417,8418,EnBW DTB Pokal Team Challenge 2023,NED,qual,UB,11.0,0.8439490445859873,"Stuttgart, Germany",0.5539160045402951,VERA VAN POL,0.0014216661927773675,0.09863013698630137
8418,8418,8419,EnBW DTB Pokal Team Challenge 2023,NED,qual,VT,9.0,0.8439490445859873,"Stuttgart, Germany",0.5539160045402951,VERA VAN POL,0.0011934975445538815,0.07876712328767123
8419,8419,8420,2022 9th Senior Artistic Gymnastics Asian Championships,HKG,qual,BB,21.0,0.7345859872611465,"Doha, Qatar",0.8637911464245176,VANESSA WONG,-0.030274498105221506,0.136986301369863
8420,8420,8421,2022 9th Senior Artistic Gymnastics Asian Championships,HKG,qual,FX,27.0,0.694267515923567,"Doha, Qatar",0.8637911464245176,VANESSA WONG,0.0,0.18493150684931506
8421,8421,8422,2022 9th Senior Artistic Gymnastics Asian Championships,HKG,qual,UB,34.0,0.5265605095541401,"Doha, Qatar",0.8637911464245176,VANESSA WONG,0.0,0.2328767123287671
8422,8422,8423,2022 Mersin World Challenge Cup,HKG,qual,BB,10.0,0.7070063694267515,"Mersin, Turkey",0.7253121452894438,VANESSA WONG,-0.030274498105221506,0.136986301369863
8423,8423,8424,2022 Paris World Challenge Cup,HKG,qual,BB,30.0,0.6847133757961784,"Paris, France",0.7593643586833144,VANESSA WONG,-0.030274498105221506,0.136986301369863
8424,8424,8425,2022 Szombathely World Challenge Cup,HKG,qual,BB,19.0,0.535031847133758,"Szombathely, Hungary",0.7593643586833144,VANESSA WONG,-0.030274498105221506,0.136986301369863
8425,8425,8426,2022 Senior European Championships,GRE,qual,UB,107.0,0.5817197452229299,"Munich, Germany",0.7945516458569807,CHRISTINA VASILOPOULOU,0.0,0.7328767123287672
8426,8426,8427,2022 Senior European Championships,GRE,qual,VT,119.0,0.6347770700636942,"Munich, Germany",0.7945516458569807,CHRISTINA VASILOPOULOU,0.0,0.815068493150685
8427,8427,8428,SANTIAGO 2023 XIX Pan American Games,BOL,qual,BB,41.0,0.6071974522292993,"Santiago, Chile",0.31101021566401815,DIANA VASQUEZ,0.0,0.2808219178082192
8428,8428,8429,SANTIAGO 2023 XIX Pan American Games,BOL,qual,FX,42.0,0.666624203821656,"Santiago, Chile",0.31101021566401815,DIANA VASQUEZ,0.0,0.2876712328767123
8429,8429,8430,SANTIAGO 2023 XIX Pan American Games,BOL,qual,UB,48.0,0.6029299363057324,"Santiago, Chile",0.31101021566401815,DIANA VASQUEZ,0.0,0.3287671232876712
8430,8430,8431,SANTIAGO 2023 XIX Pan American Games,BOL,qual,VT,33.0,0.7961783439490446,"Santiago, Chile",0.31101021566401815,DIANA VASQUEZ,0.0,0.12557077625570773
8431,8431,8432,SANTIAGO 2023 XIX Pan American Games,BOL,qual,VT,11.0,0.7961783439490446,"Santiago, Chile",0.31101021566401815,DIANA VASQUEZ,0.0,0.12557077625570773
8432,8432,8433,SANTIAGO 2023 XIX Pan American Games,BOL,qual,VT,11.0,0.6900000000000001,"Santiago, Chile",0.31101021566401815,DIANA VASQUEZ,0.0,0.12557077625570773
8433,8433,8434,2023 Artistic Gymnastics Senior Pan American Championships,BOL,TeamQual,BB,,0.5838853503184713,"Medellin, Colombia",0.48467650397275824,DIANA STEPHANY VASQUEZ SEOANE,0.0,0.0
8434,8434,8435,2023 Artistic Gymnastics Senior Pan American Championships,BOL,TeamQual,FX,,0.7240127388535033,"Medellin, Colombia",0.48467650397275824,DIANA STEPHANY VASQUEZ SEOANE,0.0,0.0
8435,8435,8436,2023 Artistic Gymnastics Senior Pan American Championships,BOL,TeamQual,UB,,0.643312101910828,"Medellin, Colombia",0.48467650397275824,DIANA STEPHANY VASQUEZ SEOANE,0.0,0.0
8436,8436,8437,2023 Artistic Gymnastics Senior Pan American Championships,BOL,TeamQual,VT,,0.7982802547770701,"Medellin, Colombia",0.48467650397275824,DIANA STEPHANY VASQUEZ SEOANE,0.0,0.0
8437,8437,8438,2022 51st FIG Artistic Gymnastics World Championships,NED,final,UB,5.0,0.9022929936305734,"Liverpool, England",0.7253121452894438,SANNA VEERMAN,0.024141222455524886,0.0
8438,8438,8439,2022 51st FIG Artistic Gymnastics World Championships,NED,qual,UB,6.0,0.9256687898089172,"Liverpool, England",0.7253121452894438,SANNA VEERMAN,0.024141222455524886,0.0
8439,8439,8440,2022 Cottbus World Cup,NED,qual,BB,2.0,0.7919108280254777,"Cottbus, Germany",1.0,SANNA VEERMAN,0.0014542234338330968,0.10821917808219178
8440,8440,8441,2022 Cottbus World Cup,NED,final,BB,8.0,0.7303184713375797,"Cottbus, Germany",1.0,SANNA VEERMAN,0.0014542234338330968,0.10821917808219178
8441,8441,8442,2022 Cottbus World Cup,NED,qual,UB,6.0,0.7770700636942675,"Cottbus, Germany",1.0,SANNA VEERMAN,0.024141222455524886,0.0
8442,8442,8443,2022 Cottbus World Cup,NED,final,UB,2.0,0.8385987261146497,"Cottbus, Germany",1.0,SANNA VEERMAN,0.024141222455524886,0.0
8443,8443,8444,2022 Paris World Challenge Cup,NED,qual,BB,19.0,0.7420382165605096,"Paris, France",0.7593643586833144,SANNA VEERMAN,0.0014542234338330968,0.10821917808219178
8444,8444,8445,2022 Paris World Challenge Cup,NED,qual,UB,11.0,0.802547770700637,"Paris, France",0.7593643586833144,SANNA VEERMAN,0.024141222455524886,0.0
8445,8445,8446,2022 Senior European Championships,NED,qual,UB,31.0,0.8152866242038217,"Munich, Germany",0.7945516458569807,SANNA VEERMAN,0.024141222455524886,0.0
8446,8446,8447,2022 Senior European Championships,NED,TeamFinal,UB,12.0,0.8535031847133758,"Munich, Germany",0.7945516458569807,SANNA VEERMAN,0.024141222455524886,0.0
8447,8447,8448,2022 Senior European Championships,NED,qual,VT,23.0,0.8407643312101911,"Munich, Germany",0.7945516458569807,SANNA VEERMAN,0.002154039686026728,0.0
8448,8448,8449,2022 Senior European Championships,NED,TeamFinal,VT,14.0,0.8556050955414013,"Munich, Germany",0.7945516458569807,SANNA VEERMAN,0.002154039686026728,0.0
8449,8449,8450,2022 Varna World Challenge Cup,NED,qual,FX,10.0,0.7961783439490446,"Varna, Bulgaria",0.9682179341657208,SANNA VEERMAN,-0.002594735018512085,0.24794520547945206
8450,8450,8451,2022 Varna World Challenge Cup,NED,qual,UB,2.0,0.8726114649681529,"Varna, Bulgaria",0.9682179341657208,SANNA VEERMAN,0.024141222455524886,0.0
8451,8451,8452,2022 Varna World Challenge Cup,NED,final,UB,6.0,0.802547770700637,"Varna, Bulgaria",0.9682179341657208,SANNA VEERMAN,0.024141222455524886,0.0
